"MaritalStatus";"ApplicationMode";"ApplicationOrder";"Course";"DaytimeEveningAttendance";"PreviousQualification";"PreviousQualificationGrade";"Nationality";"MotherQualification";"FatherQualification";"MotherOccupation";"FatherOccupation";"AdmissionGrade";"Displaced";"EducationalSpecialNeeds";"Debtor";"TuitionFeesUpToDate";"Gender";"ScholarshipHolder";"AgeAtEnrollment";"International";"CurricularUnits1stSemCredited";"CurricularUnits1stSemEnrolled";"CurricularUnits1stSemEvaluation";"CurricularUnits1stSemApproved";"CurricularUnits1stSemGrade";"CurricularUnits1stSemNoEvaluation";"CurricularUnits2ndSemCredited";"CurricularUnits2ndSemEnrolled";"CurricularUnits2ndSemEvaluations";"CurricularUnits2ndSemApproved";"CurricularUnits2ndSemGrade";"CurricularUnits2ndSemNoEvaluation";"AverageCurricularGrade";"UnemploymentRate";"InflationRate";"GDP";"Target"
"1";"39";"1";"9238";"1";"9";"134";"1";"34";"34";"0";"0";"118.00";"0";"0";"0";"1";"0";"0";"47";"0";"0";"6";"12";"0";"0.00";"0";"0";"5";"10";"0";"0.00";"0";"0";"7.60";"2.60";"0.32";"1"
"1";"51";"1";"8014";"0";"42";"140";"1";"19";"37";"134";"193";"138.00";"1";"0";"1";"1";"0";"1";"21";"0";"13";"13";"13";"11";"12.73";"0";"9";"11";"11";"10";"12.60";"0";"12.67";"8.90";"1.40";"3.51";"3"
"1";"1";"1";"9238";"1";"1";"133";"1";"34";"37";"5";"5";"120.40";"0";"0";"0";"0";"0";"0";"21";"0";"0";"6";"12";"2";"11.50";"0";"0";"6";"13";"1";"13.00";"0";"12.25";"9.40";"-0.80";"-3.12";"1"
"1";"1";"1";"9773";"1";"1";"144";"1";"37";"37";"8";"8";"138.40";"0";"0";"0";"1";"0";"0";"18";"0";"0";"6";"7";"6";"13.43";"0";"0";"6";"7";"6";"14.15";"0";"13.79";"13.90";"-0.30";"0.79";"3"
"1";"1";"1";"9130";"1";"1";"130";"1";"3";"19";"4";"8";"133.00";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"6";"6";"14.67";"0";"0";"6";"8";"6";"13.67";"0";"14.17";"12.40";"0.50";"1.79";"3"
"1";"1";"3";"9238";"1";"1";"137";"62";"1";"1";"9";"9";"129.30";"0";"0";"0";"1";"0";"1";"21";"1";"0";"6";"8";"6";"13.88";"0";"0";"6";"7";"6";"14.15";"0";"14.02";"16.20";"0.30";"-0.92";"3"
"2";"39";"1";"9556";"1";"1";"100";"1";"37";"37";"9";"9";"120.00";"0";"0";"0";"1";"0";"0";"47";"0";"1";"7";"16";"6";"12.52";"0";"0";"7";"15";"4";"11.75";"0";"12.14";"12.70";"3.70";"-1.70";"1"
"1";"1";"4";"9500";"1";"1";"126";"1";"19";"19";"9";"9";"125.00";"1";"0";"0";"1";"0";"0";"19";"0";"0";"7";"8";"6";"11.66";"0";"0";"8";"11";"6";"12.42";"0";"12.04";"12.40";"0.50";"1.79";"3"
"1";"17";"4";"9500";"1";"1";"136";"1";"3";"3";"2";"2";"132.50";"1";"0";"0";"1";"0";"0";"19";"0";"0";"7";"8";"7";"13.20";"0";"0";"8";"8";"8";"13.07";"0";"13.14";"11.10";"0.60";"2.02";"3"
"1";"17";"1";"9085";"1";"1";"130";"1";"19";"1";"9";"4";"101.30";"1";"0";"0";"1";"1";"0";"20";"0";"0";"6";"12";"4";"12.80";"0";"0";"6";"17";"0";"0.00";"0";"6.4";"12.40";"0.50";"1.79";"1"
"1";"1";"1";"9147";"1";"1";"117";"1";"38";"19";"5";"7";"118.10";"0";"0";"0";"1";"1";"0";"19";"0";"0";"5";"6";"5";"11.20";"0";"0";"5";"5";"5";"13.20";"0";"12.2";"12.40";"0.50";"1.79";"3"
"1";"1";"1";"171";"1";"1";"127";"1";"1";"1";"4";"3";"126.30";"1";"0";"1";"1";"1";"0";"21";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"16.20";"0.30";"-0.92";"1"
"1";"42";"1";"9085";"1";"1";"100";"1";"1";"38";"4";"9";"100.00";"1";"0";"0";"1";"0";"1";"20";"0";"1";"2";"2";"2";"12.00";"0";"1";"6";"11";"6";"12.84";"0";"12.42";"13.90";"-0.30";"0.79";"3"
"1";"1";"1";"9500";"1";"1";"143";"1";"3";"19";"3";"10";"126.80";"0";"0";"0";"1";"1";"0";"19";"0";"0";"8";"8";"7";"14.54";"0";"0";"8";"8";"7";"14.54";"0";"14.54";"10.80";"1.40";"1.74";"3"
"2";"39";"1";"9130";"1";"1";"130";"1";"37";"37";"9";"6";"160.00";"0";"0";"0";"1";"1";"0";"31";"0";"1";"6";"11";"2";"12.00";"1";"1";"6";"12";"1";"10.00";"1";"11";"16.20";"0.30";"-0.92";"1"
"1";"43";"3";"9254";"1";"1";"110";"1";"37";"37";"9";"9";"107.20";"1";"0";"0";"1";"1";"0";"19";"0";"1";"6";"16";"2";"10.50";"0";"0";"6";"15";"4";"10.00";"0";"10.25";"7.60";"2.60";"0.32";"1"
"1";"44";"1";"9130";"1";"39";"120";"1";"37";"37";"7";"8";"120.00";"1";"0";"1";"0";"0";"0";"19";"0";"2";"6";"7";"5";"11.60";"0";"1";"6";"12";"2";"11.00";"0";"11.3";"12.40";"0.50";"1.79";"1"
"2";"39";"1";"9670";"1";"1";"150";"1";"37";"19";"9";"4";"135.60";"0";"0";"0";"1";"0";"1";"43";"0";"0";"6";"8";"5";"11.00";"0";"0";"6";"9";"5";"13.00";"0";"12";"12.40";"0.50";"1.79";"3"
"1";"42";"1";"9853";"1";"12";"134";"1";"1";"3";"3";"2";"133.70";"0";"0";"0";"1";"0";"0";"28";"0";"14";"18";"23";"14";"12.79";"2";"16";"17";"18";"16";"13.88";"0";"13.34";"16.20";"0.30";"-0.92";"1"
"1";"17";"2";"9773";"1";"1";"150";"1";"1";"1";"4";"5";"130.80";"0";"0";"0";"1";"1";"0";"20";"0";"0";"6";"15";"2";"12.00";"0";"0";"6";"12";"0";"0.00";"0";"6";"10.80";"1.40";"1.74";"1"
"1";"1";"1";"171";"1";"1";"134";"1";"38";"37";"5";"5";"136.00";"1";"0";"0";"1";"1";"0";"22";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"12.70";"3.70";"-1.70";"1"
"1";"43";"1";"33";"1";"19";"134";"1";"38";"38";"4";"4";"140.00";"0";"0";"1";"1";"1";"0";"35";"0";"3";"10";"18";"6";"12.67";"0";"1";"9";"11";"3";"12.00";"2";"12.34";"16.20";"0.30";"-0.92";"1"
"1";"18";"1";"9147";"1";"1";"128";"1";"19";"19";"9";"5";"121.70";"1";"0";"0";"1";"0";"0";"19";"0";"0";"5";"8";"5";"11.00";"0";"0";"5";"6";"5";"15.40";"0";"13.2";"12.40";"0.50";"1.79";"3"
"2";"39";"1";"9500";"1";"3";"130";"1";"1";"1";"4";"6";"126.00";"0";"0";"0";"1";"1";"0";"32";"0";"0";"7";"7";"7";"13.63";"0";"0";"8";"8";"8";"13.92";"0";"13.78";"13.90";"-0.30";"0.79";"3"
"2";"39";"1";"9500";"1";"1";"134";"1";"37";"37";"9";"9";"109.00";"1";"0";"0";"1";"0";"0";"39";"0";"0";"7";"8";"5";"12.16";"0";"0";"7";"8";"5";"12.16";"0";"12.16";"7.60";"2.60";"0.32";"2"
"1";"44";"1";"9070";"1";"39";"130";"1";"1";"1";"9";"9";"131.80";"0";"0";"0";"1";"1";"1";"22";"0";"2";"7";"7";"7";"12.29";"0";"5";"9";"10";"8";"12.38";"0";"12.34";"12.40";"0.50";"1.79";"3"
"1";"17";"2";"9254";"1";"1";"143";"1";"1";"19";"4";"6";"135.00";"0";"0";"0";"1";"0";"0";"20";"0";"0";"6";"0";"0";"0.00";"0";"0";"6";"0";"0";"0.00";"0";"0";"11.10";"0.60";"2.02";"1"
"1";"1";"1";"9238";"1";"1";"132";"1";"34";"34";"0";"0";"119.10";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"9";"4";"11.00";"0";"0";"6";"9";"4";"10.75";"0";"10.88";"7.60";"2.60";"0.32";"3"
"1";"1";"4";"9773";"1";"1";"124";"1";"19";"37";"99";"90";"124.00";"0";"0";"0";"0";"0";"0";"18";"0";"0";"4";"4";"0";"0.00";"0";"0";"4";"4";"0";"0.00";"0";"0";"12.70";"3.70";"-1.70";"1"
"1";"1";"1";"9238";"1";"1";"142";"1";"1";"37";"5";"7";"128.00";"0";"0";"0";"1";"0";"1";"19";"0";"0";"6";"8";"6";"12.25";"0";"0";"6";"8";"6";"12.00";"0";"12.13";"16.20";"0.30";"-0.92";"3"
"1";"17";"1";"9238";"1";"1";"134";"1";"38";"19";"7";"7";"124.20";"0";"0";"0";"1";"0";"1";"21";"0";"0";"6";"11";"4";"11.25";"0";"0";"6";"12";"4";"11.40";"0";"11.33";"15.50";"2.80";"-4.06";"3"
"1";"7";"1";"9500";"1";"3";"140";"1";"37";"37";"4";"4";"140.00";"0";"0";"0";"1";"0";"0";"25";"0";"0";"8";"8";"7";"14.81";"0";"0";"8";"8";"7";"14.81";"0";"14.81";"10.80";"1.40";"1.74";"3"
"1";"7";"1";"9130";"1";"2";"134";"6";"42";"1";"4";"9";"100.00";"0";"0";"0";"1";"1";"0";"35";"1";"0";"7";"8";"0";"0.00";"1";"0";"6";"9";"0";"0.00";"0";"0";"8.90";"1.40";"3.51";"1"
"1";"1";"1";"9670";"1";"1";"119";"1";"1";"19";"4";"10";"115.50";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"8";"4";"11.00";"0";"0";"6";"9";"4";"11.00";"0";"11";"10.80";"1.40";"1.74";"2"
"1";"1";"3";"9085";"1";"1";"131";"1";"37";"19";"9";"8";"136.30";"1";"0";"1";"0";"0";"0";"18";"0";"0";"5";"7";"3";"13.00";"0";"0";"5";"8";"3";"12.00";"0";"12.5";"7.60";"2.60";"0.32";"1"
"1";"39";"1";"9500";"1";"19";"134";"1";"37";"38";"151";"161";"143.70";"0";"0";"0";"1";"0";"0";"27";"0";"0";"7";"12";"4";"14.00";"0";"0";"7";"14";"3";"12.53";"0";"13.27";"12.40";"0.50";"1.79";"2"
"1";"1";"1";"9500";"1";"1";"130";"1";"1";"38";"1";"7";"120.00";"0";"0";"0";"1";"0";"0";"19";"0";"0";"7";"7";"6";"14.57";"0";"0";"7";"7";"6";"14.57";"0";"14.57";"7.60";"2.60";"0.32";"3"
"1";"1";"1";"9500";"1";"1";"133";"1";"38";"38";"5";"5";"123.20";"0";"0";"0";"1";"0";"0";"18";"0";"0";"7";"7";"7";"13.29";"0";"0";"8";"9";"8";"13.34";"0";"13.32";"16.20";"0.30";"-0.92";"3"
"1";"1";"1";"9130";"1";"1";"126";"1";"19";"1";"9";"9";"122.50";"1";"0";"0";"0";"0";"0";"25";"0";"0";"5";"14";"4";"13.50";"2";"0";"5";"10";"4";"14.25";"0";"13.88";"9.40";"-0.80";"-3.12";"1"
"4";"39";"1";"9500";"1";"19";"110";"1";"37";"38";"5";"5";"151.00";"0";"0";"1";"0";"1";"0";"47";"0";"0";"7";"7";"0";"0.00";"7";"0";"8";"8";"0";"0.00";"8";"0";"15.50";"2.80";"-4.06";"1"
"1";"1";"2";"171";"1";"1";"135";"1";"19";"19";"4";"7";"149.00";"1";"0";"0";"1";"1";"0";"22";"0";"14";"17";"21";"17";"12.58";"0";"15";"17";"20";"17";"12.12";"0";"12.35";"11.10";"0.60";"2.02";"3"
"1";"1";"5";"9254";"1";"1";"126";"1";"19";"19";"4";"7";"116.60";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"9";"5";"11.60";"0";"0";"6";"12";"5";"12.20";"0";"11.9";"13.90";"-0.30";"0.79";"3"
"1";"1";"1";"9500";"1";"1";"118";"1";"1";"19";"9";"10";"113.10";"1";"0";"0";"1";"0";"0";"19";"0";"0";"7";"7";"7";"13.80";"0";"0";"8";"8";"8";"14.76";"0";"14.28";"11.10";"0.60";"2.02";"3"
"1";"1";"3";"9556";"1";"1";"132";"1";"38";"37";"7";"7";"119.00";"1";"0";"0";"1";"0";"0";"19";"0";"0";"7";"9";"7";"11.68";"0";"0";"8";"8";"8";"13.80";"0";"12.74";"12.70";"3.70";"-1.70";"3"
"1";"1";"1";"9147";"1";"1";"150";"1";"37";"37";"9";"6";"138.50";"0";"0";"0";"1";"0";"1";"18";"0";"0";"5";"5";"5";"14.00";"0";"0";"5";"6";"5";"13.60";"0";"13.8";"12.40";"0.50";"1.79";"3"
"1";"18";"2";"9500";"1";"1";"129";"1";"38";"37";"5";"5";"119.00";"1";"0";"0";"1";"0";"1";"19";"0";"0";"8";"8";"7";"12.35";"0";"0";"8";"8";"7";"12.35";"0";"12.35";"10.80";"1.40";"1.74";"3"
"1";"1";"1";"9500";"1";"1";"149";"1";"37";"37";"9";"9";"136.00";"0";"0";"0";"1";"0";"1";"18";"0";"0";"7";"7";"6";"12.92";"0";"0";"7";"7";"6";"12.92";"0";"12.92";"7.60";"2.60";"0.32";"3"
"1";"1";"5";"9500";"1";"1";"146";"1";"19";"37";"7";"7";"133.80";"1";"0";"0";"1";"0";"0";"19";"0";"0";"8";"9";"8";"13.24";"1";"0";"8";"9";"8";"13.24";"1";"13.24";"9.40";"-0.80";"-3.12";"3"
"2";"39";"1";"8014";"0";"1";"130";"1";"37";"37";"9";"6";"110.00";"1";"0";"0";"1";"0";"0";"33";"0";"0";"6";"7";"6";"11.00";"0";"0";"6";"11";"5";"11.00";"0";"11";"9.40";"-0.80";"-3.12";"3"
"1";"39";"1";"9070";"1";"1";"130";"1";"1";"19";"4";"4";"110.00";"1";"0";"0";"1";"0";"0";"24";"0";"0";"6";"6";"6";"15.17";"0";"0";"6";"6";"2";"15.50";"0";"15.34";"15.50";"2.80";"-4.06";"3"
"1";"1";"1";"9670";"1";"1";"127";"1";"1";"37";"4";"9";"128.10";"0";"0";"0";"1";"1";"0";"19";"0";"0";"5";"8";"4";"12.50";"0";"0";"5";"6";"4";"11.00";"0";"11.75";"7.60";"2.60";"0.32";"2"
"1";"17";"1";"9130";"1";"1";"131";"1";"19";"9";"5";"3";"118.40";"0";"0";"0";"1";"0";"0";"19";"0";"0";"5";"8";"3";"12.00";"0";"0";"5";"7";"5";"12.84";"0";"12.42";"7.60";"2.60";"0.32";"3"
"1";"1";"1";"9147";"1";"1";"126";"1";"19";"19";"9";"9";"115.20";"0";"0";"1";"1";"0";"0";"19";"0";"0";"5";"13";"1";"10.00";"0";"0";"5";"8";"2";"10.00";"0";"10";"12.40";"0.50";"1.79";"2"
"1";"43";"1";"9147";"1";"1";"123";"1";"37";"37";"9";"9";"106.20";"0";"0";"0";"1";"0";"0";"49";"0";"9";"13";"22";"10";"10.40";"0";"4";"9";"18";"6";"10.67";"0";"10.54";"12.70";"3.70";"-1.70";"3"
"1";"1";"1";"9773";"1";"1";"141";"1";"38";"38";"9";"9";"128.40";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"6";"6";"15.50";"0";"0";"6";"6";"6";"14.00";"0";"14.75";"11.10";"0.60";"2.02";"3"
"1";"43";"1";"9238";"1";"39";"120";"1";"2";"1";"1";"2";"118.60";"0";"0";"0";"1";"1";"0";"21";"0";"9";"11";"14";"10";"12.40";"0";"6";"10";"13";"10";"11.80";"0";"12.1";"13.90";"-0.30";"0.79";"3"
"1";"17";"1";"9130";"1";"1";"130";"1";"1";"1";"4";"5";"123.80";"0";"0";"0";"1";"0";"0";"18";"0";"0";"5";"7";"4";"12.00";"0";"0";"5";"6";"5";"12.00";"0";"12";"7.60";"2.60";"0.32";"3"
"2";"39";"1";"9070";"1";"12";"110";"1";"37";"38";"5";"10";"130.00";"0";"0";"1";"0";"1";"1";"46";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"6";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"1";"1";"3";"9773";"1";"1";"117";"1";"38";"19";"7";"7";"110.40";"1";"0";"1";"0";"0";"0";"19";"0";"0";"6";"7";"6";"12.17";"0";"0";"6";"10";"2";"10.34";"0";"11.26";"16.20";"0.30";"-0.92";"1"
"1";"44";"1";"9003";"1";"39";"140";"1";"2";"1";"4";"6";"140.00";"0";"0";"0";"1";"1";"0";"21";"0";"0";"6";"12";"5";"12.15";"0";"0";"6";"11";"5";"11.67";"0";"11.91";"13.90";"-0.30";"0.79";"3"
"1";"1";"4";"9500";"1";"1";"148";"1";"1";"37";"4";"8";"132.00";"1";"0";"0";"1";"0";"0";"18";"0";"0";"7";"7";"6";"13.45";"0";"0";"7";"7";"6";"13.45";"0";"13.45";"7.60";"2.60";"0.32";"3"
"2";"39";"1";"9991";"0";"1";"160";"1";"37";"37";"9";"9";"160.00";"0";"0";"0";"1";"0";"0";"35";"0";"0";"5";"5";"5";"11.60";"0";"0";"5";"6";"5";"11.17";"0";"11.39";"15.50";"2.80";"-4.06";"3"
"1";"1";"1";"9853";"1";"1";"133";"1";"37";"19";"7";"7";"126.70";"1";"0";"0";"1";"0";"0";"18";"0";"0";"6";"9";"5";"11.84";"0";"0";"6";"6";"4";"12.00";"0";"11.92";"15.50";"2.80";"-4.06";"2"
"1";"1";"2";"9254";"1";"1";"120";"1";"37";"37";"9";"9";"115.10";"1";"0";"0";"0";"1";"0";"21";"0";"0";"6";"11";"3";"11.00";"0";"0";"6";"14";"0";"0.00";"0";"5.5";"9.40";"-0.80";"-3.12";"1"
"1";"1";"1";"9773";"1";"1";"121";"1";"3";"3";"2";"2";"112.30";"1";"0";"1";"0";"0";"0";"18";"0";"0";"6";"7";"5";"12.20";"0";"0";"6";"11";"4";"11.50";"0";"11.85";"11.10";"0.60";"2.02";"1"
"1";"44";"1";"9119";"1";"39";"130";"1";"38";"19";"9";"5";"130.00";"1";"0";"0";"1";"1";"0";"19";"0";"0";"5";"9";"2";"12.50";"0";"0";"5";"10";"3";"11.60";"0";"12.05";"12.40";"0.50";"1.79";"2"
"1";"17";"1";"9853";"1";"1";"127";"1";"38";"37";"5";"7";"121.80";"1";"0";"1";"1";"0";"0";"18";"0";"0";"6";"12";"4";"13.50";"0";"0";"6";"14";"3";"10.67";"0";"12.09";"10.80";"1.40";"1.74";"2"
"1";"44";"1";"9003";"1";"1";"140";"1";"1";"19";"3";"9";"140.00";"1";"0";"1";"0";"0";"0";"23";"0";"0";"6";"13";"5";"11.60";"0";"0";"6";"11";"4";"12.25";"0";"11.93";"12.40";"0.50";"1.79";"1"
"1";"1";"1";"9147";"1";"1";"134";"1";"19";"19";"9";"9";"119.00";"1";"0";"0";"0";"0";"1";"19";"0";"0";"5";"7";"3";"10.67";"0";"0";"5";"10";"3";"12.29";"0";"11.48";"10.80";"1.40";"1.74";"1"
"1";"39";"1";"9003";"1";"19";"134";"1";"37";"37";"9";"9";"100.00";"0";"0";"0";"1";"0";"0";"60";"0";"0";"6";"10";"6";"12.75";"0";"0";"6";"6";"4";"14.75";"0";"13.75";"13.90";"-0.30";"0.79";"3"
"1";"43";"1";"9853";"1";"1";"140";"1";"3";"1";"3";"3";"128.30";"1";"0";"0";"1";"0";"0";"35";"0";"19";"21";"21";"21";"12.62";"0";"13";"19";"19";"19";"12.79";"0";"12.71";"12.40";"0.50";"1.79";"3"
"1";"17";"2";"9147";"1";"1";"125";"1";"38";"38";"6";"8";"114.50";"1";"0";"0";"1";"0";"1";"19";"0";"0";"5";"6";"5";"13.40";"0";"0";"5";"5";"5";"12.40";"0";"12.9";"12.40";"0.50";"1.79";"3"
"1";"39";"1";"9130";"1";"1";"134";"1";"3";"34";"3";"0";"120.00";"0";"0";"1";"0";"1";"0";"29";"0";"0";"5";"11";"0";"0.00";"4";"0";"5";"6";"0";"0.00";"1";"0";"9.40";"-0.80";"-3.12";"1"
"1";"1";"3";"9085";"1";"1";"130";"1";"1";"19";"9";"9";"121.30";"1";"0";"0";"1";"0";"1";"19";"0";"0";"5";"6";"5";"14.60";"0";"0";"5";"5";"5";"13.80";"0";"14.2";"10.80";"1.40";"1.74";"3"
"1";"43";"1";"9991";"0";"1";"120";"1";"37";"37";"9";"8";"122.50";"1";"0";"0";"1";"0";"0";"29";"0";"8";"13";"16";"8";"10.50";"0";"8";"12";"19";"9";"10.34";"0";"10.42";"9.40";"-0.80";"-3.12";"2"
"5";"17";"5";"9500";"1";"1";"143";"1";"37";"38";"5";"8";"133.50";"1";"0";"0";"1";"0";"1";"18";"0";"0";"8";"8";"7";"12.12";"0";"0";"8";"8";"7";"12.12";"0";"12.12";"12.70";"3.70";"-1.70";"3"
"1";"1";"4";"9670";"1";"1";"125";"1";"1";"38";"4";"7";"114.90";"1";"0";"0";"1";"0";"1";"19";"0";"0";"6";"8";"6";"13.38";"0";"0";"6";"7";"6";"12.29";"0";"12.84";"11.10";"0.60";"2.02";"3"
"2";"39";"1";"9991";"0";"1";"120";"1";"37";"19";"5";"3";"156.00";"1";"0";"0";"1";"1";"0";"33";"0";"0";"5";"5";"5";"14.20";"0";"0";"5";"6";"5";"13.84";"0";"14.02";"10.80";"1.40";"1.74";"3"
"1";"39";"1";"9085";"1";"1";"134";"1";"1";"19";"9";"9";"162.30";"1";"0";"0";"1";"0";"0";"24";"0";"0";"6";"10";"2";"11.00";"0";"0";"6";"6";"0";"0.00";"0";"5.5";"8.90";"1.40";"3.51";"1"
"1";"1";"1";"9670";"1";"1";"143";"1";"3";"38";"2";"9";"144.10";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"7";"5";"12.60";"0";"0";"6";"10";"5";"12.38";"0";"12.49";"10.80";"1.40";"1.74";"2"
"1";"1";"1";"171";"1";"1";"150";"1";"3";"3";"2";"5";"154.60";"1";"0";"0";"1";"0";"0";"19";"0";"6";"12";"13";"12";"12.34";"0";"4";"11";"12";"10";"12.73";"0";"12.54";"8.90";"1.40";"3.51";"1"
"1";"1";"1";"9500";"1";"1";"129";"1";"19";"19";"5";"5";"119.60";"1";"0";"0";"1";"0";"1";"20";"0";"0";"7";"8";"7";"14.01";"0";"0";"8";"11";"7";"13.82";"0";"13.92";"15.50";"2.80";"-4.06";"3"
"1";"1";"4";"9500";"1";"1";"136";"1";"19";"38";"4";"8";"125.50";"1";"0";"0";"1";"0";"1";"21";"0";"0";"7";"7";"6";"14.04";"0";"0";"7";"7";"6";"14.04";"0";"14.04";"7.60";"2.60";"0.32";"3"
"1";"43";"1";"9130";"1";"1";"100";"41";"3";"4";"3";"2";"100.00";"0";"0";"0";"1";"0";"0";"19";"1";"0";"5";"10";"5";"14.86";"2";"0";"5";"7";"5";"15.15";"0";"15.01";"9.40";"-0.80";"-3.12";"2"
"1";"17";"4";"9070";"1";"1";"128";"1";"1";"1";"9";"10";"136.10";"1";"0";"1";"0";"1";"0";"19";"0";"0";"6";"6";"6";"12.67";"0";"0";"6";"8";"5";"11.80";"0";"12.24";"11.10";"0.60";"2.02";"1"
"1";"1";"1";"171";"1";"1";"136";"1";"3";"3";"1";"2";"152.50";"1";"0";"0";"1";"0";"0";"20";"0";"0";"0";"0";"0";"0.00";"0";"0";"0";"0";"0";"0.00";"0";"0";"13.90";"-0.30";"0.79";"2"
"1";"44";"1";"9003";"1";"39";"150";"1";"37";"38";"4";"8";"150.00";"0";"0";"0";"1";"0";"1";"21";"0";"0";"6";"9";"6";"12.67";"0";"0";"6";"8";"5";"12.80";"0";"12.74";"13.90";"-0.30";"0.79";"3"
"1";"17";"5";"9119";"1";"1";"118";"1";"1";"19";"9";"9";"120.50";"1";"0";"0";"1";"1";"0";"20";"0";"0";"5";"10";"3";"13.34";"0";"0";"5";"11";"5";"13.58";"0";"13.46";"12.40";"0.50";"1.79";"3"
"1";"39";"1";"9085";"1";"1";"134";"1";"3";"19";"2";"9";"110.00";"0";"0";"0";"1";"0";"0";"28";"0";"0";"6";"15";"4";"12.00";"0";"0";"6";"14";"4";"12.00";"0";"12";"11.10";"0.60";"2.02";"1"
"1";"39";"1";"9991";"0";"1";"134";"1";"19";"38";"7";"4";"125.70";"0";"0";"0";"1";"0";"0";"26";"0";"0";"5";"9";"2";"12.00";"0";"0";"5";"9";"3";"11.00";"0";"11.5";"10.80";"1.40";"1.74";"1"
"1";"17";"1";"9991";"0";"1";"154";"1";"38";"38";"4";"5";"134.10";"0";"0";"0";"1";"0";"0";"24";"0";"0";"5";"9";"2";"11.50";"0";"0";"5";"11";"3";"14.34";"1";"12.92";"7.60";"2.60";"0.32";"2"
"5";"39";"1";"9853";"1";"19";"134";"1";"37";"37";"9";"8";"118.00";"0";"0";"0";"1";"0";"0";"27";"0";"0";"7";"14";"6";"11.67";"0";"0";"7";"10";"1";"10.00";"0";"10.84";"12.40";"0.50";"1.79";"1"
"1";"17";"2";"9853";"1";"1";"123";"1";"1";"1";"3";"9";"116.70";"1";"0";"0";"1";"0";"0";"19";"0";"0";"6";"8";"5";"13.00";"0";"0";"6";"8";"4";"10.75";"0";"11.88";"9.40";"-0.80";"-3.12";"3"
"1";"44";"1";"9238";"1";"39";"140";"1";"19";"19";"8";"8";"144.30";"1";"0";"0";"1";"0";"1";"19";"0";"3";"6";"7";"6";"13.15";"0";"2";"6";"6";"6";"14.34";"0";"13.75";"12.40";"0.50";"1.79";"3"
"1";"44";"1";"9003";"1";"39";"150";"1";"3";"19";"2";"6";"150.00";"0";"0";"0";"1";"1";"0";"20";"0";"0";"6";"6";"0";"0.00";"0";"0";"6";"8";"0";"0.00";"0";"0";"15.50";"2.80";"-4.06";"1"
"1";"1";"6";"9500";"1";"1";"150";"1";"37";"38";"9";"9";"131.50";"1";"0";"0";"1";"0";"1";"19";"0";"0";"8";"8";"7";"12.66";"0";"0";"8";"8";"7";"12.66";"0";"12.66";"12.70";"3.70";"-1.70";"3"
"1";"17";"5";"9238";"1";"1";"134";"1";"38";"37";"9";"9";"126.00";"0";"0";"1";"0";"0";"0";"21";"0";"0";"6";"10";"5";"11.84";"0";"0";"6";"10";"5";"13.20";"0";"12.52";"13.90";"-0.30";"0.79";"1"
"1";"1";"1";"9500";"1";"1";"138";"1";"38";"19";"9";"5";"144.30";"0";"0";"0";"1";"0";"0";"20";"0";"0";"7";"9";"6";"12.70";"0";"0";"8";"8";"7";"13.58";"0";"13.14";"13.90";"-0.30";"0.79";"3"
"1";"1";"1";"9500";"1";"1";"117";"1";"3";"1";"3";"3";"113.20";"0";"1";"0";"1";"0";"0";"18";"0";"0";"7";"10";"6";"11.98";"0";"0";"8";"11";"7";"13.23";"0";"12.61";"16.20";"0.30";"-0.92";"3"
"1";"17";"1";"9238";"1";"1";"153";"1";"38";"38";"7";"7";"159.70";"1";"0";"0";"1";"0";"1";"18";"0";"0";"6";"7";"6";"15.15";"0";"0";"6";"6";"6";"15.84";"0";"15.5";"12.70";"3.70";"-1.70";"3"
"1";"1";"1";"9773";"1";"1";"128";"1";"1";"19";"4";"4";"124.50";"0";"0";"0";"1";"1";"1";"19";"0";"0";"6";"10";"4";"14.00";"0";"0";"6";"9";"6";"12.34";"0";"13.17";"9.40";"-0.80";"-3.12";"3"
"2";"39";"1";"9500";"1";"19";"134";"1";"37";"38";"9";"7";"100.50";"1";"0";"0";"1";"1";"0";"43";"0";"0";"8";"8";"7";"11.64";"0";"0";"8";"8";"7";"11.64";"0";"11.64";"10.80";"1.40";"1.74";"2"
"1";"39";"1";"9003";"1";"1";"150";"1";"37";"19";"6";"4";"137.00";"0";"0";"0";"1";"1";"0";"35";"0";"1";"6";"7";"5";"12.80";"0";"1";"6";"11";"5";"13.84";"0";"13.32";"15.50";"2.80";"-4.06";"3"
"1";"39";"1";"9500";"1";"1";"134";"1";"37";"37";"7";"7";"124.50";"0";"0";"0";"0";"1";"0";"38";"0";"0";"7";"11";"5";"12.18";"0";"0";"7";"11";"4";"11.82";"0";"12";"11.10";"0.60";"2.02";"1"
